"행정구역","2020년01월_계_총인구수","2020년01월_계_연령구간인구수","2020년01월_계_0~9세","2020년01월_계_10~19세","2020년01월_계_20~29세","2020년01월_계_30~39세","2020년01월_계_40~49세","2020년01월_계_50~59세","2020년01월_계_60~69세","2020년01월_계_70~79세","2020년01월_계_80~89세","2020년01월_계_90~99세","2020년01월_계_100세 이상","2020년01월_남_총인구수","2020년01월_남_연령구간인구수","2020년01월_남_0~9세","2020년01월_남_10~19세","2020년01월_남_20~29세","2020년01월_남_30~39세","2020년01월_남_40~49세","2020년01월_남_50~59세","2020년01월_남_60~69세","2020년01월_남_70~79세","2020년01월_남_80~89세","2020년01월_남_90~99세","2020년01월_남_100세 이상","2020년01월_여_총인구수","2020년01월_여_연령구간인구수","2020년01월_여_0~9세","2020년01월_여_10~19세","2020년01월_여_20~29세","2020년01월_여_30~39세","2020년01월_여_40~49세","2020년01월_여_50~59세","2020년01월_여_60~69세","2020년01월_여_70~79세","2020년01월_여_80~89세","2020년01월_여_90~99세","2020년01월_여_100세 이상"
"서울특별시 강동구 천호제3동(1174062000)","27,464","27,464","1,562","1,443","4,078","4,889","4,010","4,580","4,007","2,095","697","90","13","13,545","13,545","798","729","1,885","2,462","2,116","2,332","1,943","999","260","16","5","13,919","13,919","764","714","2,193","2,427","1,894","2,248","2,064","1,096","437","74","8"
"서울특별시 강동구 성내제1동(1174064000)","20,455","20,455","1,614","1,854","2,758","3,380","3,457","3,104","2,530","1,265","415","74","4","9,900","9,900","832","951","1,373","1,634","1,682","1,465","1,153","623","164","23","0","10,555","10,555","782","903","1,385","1,746","1,775","1,639","1,377","642","251","51","4"
"서울특별시 강동구 성내제2동(1174065000)","24,418","24,418","1,200","1,322","3,899","4,349","3,633","3,998","3,456","1,853","597","94","17","12,041","12,041","647","642","1,801","2,289","1,874","1,989","1,625","905","247","18","4","12,377","12,377","553","680","2,098","2,060","1,759","2,009","1,831","948","350","76","13"
"서울특별시 강동구 성내제3동(1174066000)","23,662","23,662","1,404","1,981","3,610","3,653","3,707","4,023","3,077","1,633","487","76","11","11,699","11,699","747","1,180","1,866","1,853","1,814","1,877","1,383","787","169","20","3","11,963","11,963","657","801","1,744","1,800","1,893","2,146","1,694","846","318","56","8"
"서울특별시 강동구 길동(1174068500)","45,914","45,914","2,698","3,205","6,932","7,415","6,902","7,659","6,659","3,200","1,044","179","21","22,489","22,489","1,434","1,685","3,351","3,773","3,529","3,593","3,131","1,585","371","34","3","23,425","23,425","1,264","1,520","3,581","3,642","3,373","4,066","3,528","1,615","673","145","18"
"서울특별시 강동구 둔촌제1동(1174069000)","268","268","7","8","20","27","52","33","55","39","11","8","8","128","128","5","4","10","15","26","18","26","15","7","1","1","140","140","2","4","10","12","26","15","29","24","4","7","7"
"서울특별시 강동구 둔촌제2동(1174070000)","27,579","27,579","1,963","2,395","4,012","4,071","4,082","4,672","3,904","1,741","612","114","13","13,624","13,624","1,073","1,253","2,040","2,040","2,011","2,223","1,864","880","213","26","1","13,955","13,955","890","1,142","1,972","2,031","2,071","2,449","2,040","861","399","88","12"
"부산광역시  (2600000000)","3,411,819","3,411,819","242,231","282,183","435,626","433,536","517,826","581,966","509,116","284,987","108,317","14,235","1,796","1,674,202","1,674,202","124,296","146,268","228,155","221,449","260,408","281,696","241,982","128,051","38,366","3,139","392","1,737,617","1,737,617","117,935","135,915","207,471","212,087","257,418","300,270","267,134","156,936","69,951","11,096","1,404"
"부산광역시 중구 (2611000000)","41,830","41,830","1,483","2,241","5,465","4,595","5,654","7,250","7,745","4,976","1,995","346","80","20,508","20,508","779","1,133","2,751","2,501","3,058","3,627","3,650","2,168","727","97","17","21,322","21,322","704","1,108","2,714","2,094","2,596","3,623","4,095","2,808","1,268","249","63"
"부산광역시 중구 중앙동(2611051000)","2,063","2,063","45","75","386","295","249","337","378","184","89","23","2","1,060","1,060","23","37","194","149","143","184","190","98","35","7","0","1,003","1,003","22","38","192","146","106","153","188","86","54","16","2"
"부산광역시 중구 동광동(2611052000)","2,967","2,967","91","109","322","269","370","571","583","448","163","36","5","1,485","1,485","44","56","162","153","209","294","272","219","63","12","1","1,482","1,482","47","53","160","116","161","277","311","229","100","24","4"
"부산광역시 중구 대청동(2611053000)","6,665","6,665","239","436","931","722","948","1,134","1,138","743","300","66","8","3,156","3,156","129","197","463","379","491","535","540","303","104","12","3","3,509","3,509","110","239","468","343","457","599","598","440","196","54","5"
"부산광역시 중구 보수동(2611054500)","10,750","10,750","412","633","1,456","1,164","1,515","1,851","1,915","1,225","500","67","12","5,262","5,262","217","324","736","621","814","940","871","518","200","18","3","5,488","5,488","195","309","720","543","701","911","1,044","707","300","49","9"
"부산광역시 중구 부평동(2611056000)","4,713","4,713","131","212","531","497","577","823","1,012","612","250","44","24","2,228","2,228","73","113","251","266","318","384","460","267","78","13","5","2,485","2,485","58","99","280","231","259","439","552","345","172","31","19"
"부산광역시 중구 광복동(2611057000)","1,111","1,111","22","47","119","114","126","204","263","136","58","18","4","560","560","12","25","68","63","65","100","137","61","22","5","2","551","551","10","22","51","51","61","104","126","75","36","13","2"
"부산광역시 중구 남포동(2611058000)","1,055","1,055","16","29","75","108","114","211","285","155","50","11","1","584","584","10","14","42","64","71","136","158","71","12","6","0","471","471","6","15","33","44","43","75","127","84","38","5","1"
"부산광역시 중구 영주제1동(2611059000)","4,919","4,919","201","234","826","700","720","729","765","479","218","38","9","2,467","2,467","100","117","396","403","411","372","377","203","76","10","2","2,452","2,452","101","117","430","297","309","357","388","276","142","28","7"
"부산광역시 중구 영주제2동(2611060000)","7,587","7,587","326","466","819","726","1,035","1,390","1,406","994","367","43","15","3,706","3,706","171","250","439","403","536","682","645","428","137","14","1","3,881","3,881","155","216","380","323","499","708","761","566","230","29","14"
"부산광역시 서구 (2614000000)","107,973","107,973","5,692","7,446","13,529","11,636","14,768","18,479","18,435","12,121","5,017","739","111","52,487","52,487","2,965","3,776","6,761","6,025","7,676","9,412","8,603","5,258","1,809","173","29","55,486","55,486","2,727","3,670","6,768","5,611","7,092","9,067","9,832","6,863","3,208","566","82"
"부산광역시 서구 동대신제1동(2614051000)","4,647","4,647","235","284","635","523","602","789","776","515","252","32","4","2,242","2,242","119","141","323","275","319","395","344","229","89","8","0","2,405","2,405","116","143","312","248","283","394","432","286","163","24","4"
"부산광역시 서구 동대신제2동(2614052000)","7,890","7,890","376","574","797","739","1,103","1,344","1,417","1,023","458","55","4","3,847","3,847","195","273","433","388","587","659","662","458","183","8","1","4,043","4,043","181","301","364","351","516","685","755","565","275","47","3"
"부산광역시 서구 동대신제3동(2614053000)","6,665","6,665","276","458","1,046","642","913","1,043","1,120","760","340","57","10","3,108","3,108","146","223","477","338","456","526","485","331","107","17","2","3,557","3,557","130","235","569","304","457","517","635","429","233","40","8"
"부산광역시 서구 서대신제1동(2614054000)","12,216","12,216","925","943","1,603","1,648","1,817","1,911","1,684","1,124","479","77","5","5,793","5,793","482","474","776","814","898","925","758","475","171","18","2","6,423","6,423","443","469","827","834","919","986","926","649","308","59","3"
"부산광역시 서구 서대신제3동(2614056000)","8,908","8,908","652","894","1,077","951","1,395","1,501","1,249","777","358","52","2","4,138","4,138","333","409","536","449","662","693","578","344","121","13","0","4,770","4,770","319","485","541","502","733","808","671","433","237","39","2"
"부산광역시 서구 서대신제4동(2614057000)","8,140","8,140","699","793","962","971","1,280","1,341","1,119","617","311","45","2","3,948","3,948","382","422","489","455","615","669","532","258","116","10","0","4,192","4,192","317","371","473","516","665","672","587","359","195","35","2"
"부산광역시 서구 부민동(2614059000)","7,996","7,996","483","580","1,543","1,045","1,100","1,145","1,118","623","297","57","5","3,853","3,853","261","297","713","522","566","563","533","269","117","10","2","4,143","4,143","222","283","830","523","534","582","585","354","180","47","3"
"부산광역시 서구 아미동(2614061500)","7,437","7,437","116","342","798","588","893","1,388","1,557","1,146","514","71","24","3,788","3,788","57","180","425","339","526","767","785","497","187","17","8","3,649","3,649","59","162","373","249","367","621","772","649","327","54","16"
"부산광역시 서구 초장동(2614063000)","4,848","4,848","134","221","445","425","649","856","991","758","314","46","9","2,427","2,427","63","117","237","229","383","484","478","329","92","13","2","2,421","2,421","71","104","208","196","266","372","513","429","222","33","7"
"부산광역시 서구 충무동(2614064000)","10,196","10,196","548","550","1,409","1,340","1,345","1,762","1,682","1,097","391","57","15","4,897","4,897","283","285","667","695","682","892","766","461","148","14","4","5,299","5,299","265","265","742","645","663","870","916","636","243","43","11"
"부산광역시 서구 남부민제1동(2614065000)","4,847","4,847","110","215","417","425","558","904","1,121","775","278","37","7","2,469","2,469","58","103","233","256","337","493","537","331","109","10","2","2,378","2,378","52","112","184","169","221","411","584","444","169","27","5"
"부산광역시 서구 남부민제2동(2614066000)","10,003","10,003","395","564","959","873","1,319","1,806","2,073","1,445","487","69","13","4,984","4,984","200","304","524","486","711","973","984","626","158","16","2","5,019","5,019","195","260","435","387","608","833","1,089","819","329","53","11"
"부산광역시 서구 암남동(2614068000)","14,180","14,180","743","1,028","1,838","1,466","1,794","2,689","2,528","1,461","538","84","11","6,993","6,993","386","548","928","779","934","1,373","1,161","650","211","19","4","7,187","7,187","357","480","910","687","860","1,316","1,367","811","327","65","7"
"부산광역시 동구 (2617000000)","88,292","88,292","4,164","5,312","10,429","10,237","12,129","14,959","15,577","10,522","4,318","549","96","43,376","43,376","2,181","2,740","5,339","5,510","6,539","7,571","7,383","4,434","1,504","148","27","44,916","44,916","1,983","2,572","5,090","4,727","5,590","7,388","8,194","6,088","2,814","401","69"
"부산광역시 동구 초량제1동(2617051000)","4,930","4,930","200","279","683","553","721","802","862","585","211","28","6","2,467","2,467","89","160","340","304","413","420","409","254","66","9","3","2,463","2,463","111","119","343","249","308","382","453","331","145","19","3"
"부산광역시 동구 초량제2동(2617052000)","5,915","5,915","185","286","670","554","800","1,044","1,227","782","311","47","9","2,910","2,910","103","146","341","315","447","543","558","330","109","14","4","3,005","3,005","82","140","329","239","353","501","669","452","202","33","5"
"부산광역시 동구 초량제3동(2617053000)","8,634","8,634","715","505","1,234","1,713","1,298","1,252","1,053","553","247","56","8","4,272","4,272","379","271","540","888","669","662","514","244","84","16","5","4,362","4,362","336","234","694","825","629","590","539","309","163","40","3"
"부산광역시 동구 초량제6동(2617055000)","6,621","6,621","241","457","683","570","885","1,122","1,199","957","439","56","12","3,233","3,233","124","257","378","325","462","562","553","397","158","13","4","3,388","3,388","117","200","305","245","423","560","646","560","281","43","8"
"부산광역시 동구 수정제1동(2617056000)","4,373","4,373","209","351","506","422","649","724","745","546","194","22","5","2,131","2,131","105","172","267","234","342","362","337","228","75","9","0","2,242","2,242","104","179","239","188","307","362","408","318","119","13","5"
"부산광역시 동구 수정제2동(2617057000)","10,142","10,142","431","633","1,248","1,175","1,351","1,730","1,792","1,230","488","49","15","4,887","4,887","213","311","629","658","707","841","832","514","163","16","3","5,255","5,255","218","322","619","517","644","889","960","716","325","33","12"
"부산광역시 동구 수정제4동(2617059000)","4,337","4,337","138","273","388","333","538","753","835","741","301","35","2","2,171","2,171","78","156","221","196","300","423","394","283","110","10","0","2,166","2,166","60","117","167","137","238","330","441","458","191","25","2"
"부산광역시 동구 수정제5동(2617060000)","5,850","5,850","218","399","626","494","775","1,026","1,089","838","332","51","2","2,816","2,816","126","202","350","265","414","492","492","356","107","12","0","3,034","3,034","92","197","276","229","361","534","597","482","225","39","2"
"부산광역시 동구 좌천동(2617064500)","11,453","11,453","493","706","1,383","1,247","1,530","1,945","2,012","1,468","594","64","11","5,542","5,542","269","348","731","632","820","949","952","610","215","14","2","5,911","5,911","224","358","652","615","710","996","1,060","858","379","50","9"
"부산광역시 동구 범일제1동(2617065000)","12,406","12,406","424","696","1,382","1,226","1,561","2,268","2,506","1,555","700","75","13","6,134","6,134","231","334","736","675","870","1,147","1,217","669","233","19","3","6,272","6,272","193","362","646","551","691","1,121","1,289","886","467","56","10"
"부산광역시 동구 범일제2동(2617066000)","8,986","8,986","528","459","1,179","1,222","1,310","1,642","1,513","798","295","32","8","4,524","4,524","279","237","594","635","706","845","740","359","116","11","2","4,462","4,462","249","222","585","587","604","797","773","439","179","21","6"
"부산광역시 동구 범일제5동(2617068000)","4,645","4,645","382","268","447","728","711","651","744","469","206","34","5","2,289","2,289","185","146","212","383","389","325","385","190","68","5","1","2,356","2,356","197","122","235","345","322","326","359","279","138","29","4"
"부산광역시 영도구 (2620000000)","116,447","116,447","5,707","7,935","12,479","11,523","15,917","20,576","21,536","14,407","5,521","718","128","57,482","57,482","2,873","4,123","6,812","6,212","8,385","10,412","10,316","6,225","1,956","134","34","58,965","58,965","2,834","3,812","5,667","5,311","7,532","10,164","11,220","8,182","3,565","584","94"
"부산광역시 영도구 남항동(2620053000)","10,842","10,842","407","556","1,084","1,053","1,414","2,014","2,133","1,488","605","80","8","5,425","5,425","205","288","571","570","794","1,102","1,034","631","221","7","2","5,417","5,417","202","268","513","483","620","912","1,099","857","384","73","6"
"부산광역시 영도구 영선제1동(2620054000)","4,198","4,198","211","275","455","414","538","754","804","522","191","24","10","2,030","2,030","114","147","240","226","265","370","360","231","68","5","4","2,168","2,168","97","128","215","188","273","384","444","291","123","19","6"
"부산광역시 영도구 영선제2동(2620055000)","9,111","9,111","440","634","922","844","1,178","1,624","1,686","1,218","476","76","13","4,458","4,458","223","350","500","447","594","803","809","521","190","18","3","4,653","4,653","217","284","422","397","584","821","877","697","286","58","10"
"부산광역시 영도구 신선동(2620058500)","9,538","9,538","255","533","844","734","1,210","1,796","1,871","1,569","625","88","13","4,792","4,792","136","284","451","434","707","987","901","639","236","11","6","4,746","4,746","119","249","393","300","503","809","970","930","389","77","7"
"부산광역시 영도구 봉래제1동(2620059000)","7,424","7,424","389","445","749","823","1,001","1,241","1,409","875","411","53","28","3,648","3,648","189","230","401","447","547","640","655","384","136","15","4","3,776","3,776","200","215","348","376","454","601","754","491","275","38","24"
